url,title,year,text,sector,nationality
https://www.bbc.co.uk/news/av/uk-england-london-43518477,Games Workshop: The empire that began in a west London flat,2018,"today, games workshop is a multi-million pound business beloved by board game and wargaming fans around the globe.

forty years since its launch, co-founders and best friends ian livingstone and steve jackson share the story of its humble beginnings.",not mentioned,not mentioned
https://www.bbc.co.uk/news/uk-england-london-37985033,London Underground workers balloted over strikes in ticket closure safety row,2016,"london mayor sadiq khan has ordered a review of the ticket office closures

hundreds of london underground (lu) workers are to be balloted over strike action in a row about safety.

members of the transport salaried staffs' association (tssa) said its members had been subjected to increased threats and abuse since a programme of ticket office closures started.

the result of the vote is due at the end of november threatening strikes in the run up to christmas.

an lu spokesman said it does tolerate any form of assault on its staff.

a survey for the tssa said most of the 540 staff felt less safe since they moved from ticket offices on to station concourses.

the union said staff were being targeted by frustrated passengers if ticket machines do not work.

the ticket officers were closed as part of the fit for the future programme introduced by former london mayor boris johnson.

his successorsadiq khan has ordered a review of the project.

tssa leader manuel cortes said: ""my members say fit for the future working practices are fit for nothing and should be scrapped.

the first ticket offices closed in february last year

""they are overstretched by the rosters, stressed by how unsafe the tube has become and fed up with the spikes in abuse, both verbal and physical, from passengers.""

lu's steve griffiths said: ""everyone has the right to go about their work without fear or intimidation and we do not tolerate any form of verbal or physical assault on our staff.

""our campaign against workplace violence sends a clear message that any assault on staff will be fully investigated and we work closely with the british transport police to bring perpetrators to justice.""

the first ticket offices closed in february 2015 and transport for london said the plan would save â£50m annually.",not mentioned,british
https://www.bbc.co.uk/news/articles/c8ew0jrjxz9o,Could we be seeing the end of working from home?,2025,"some employers have started to enforce new rules that see staff in the office five days a week

flexible working arrangements to allow staff to work from home are being restricted or brought to an end by some employers with offices based in london.

companiesinitiated remote working during the pandemic, and many have retained a flexible working policy.

however, some firms, such as amazon, are requiring staff toreturn to the office five days a weekbut there have been reports that staff have made anonymous complaints online about the policy.

amazon boss andy jassy wrote to staff in september to say office working allowed it to ""better invent, collaborate and be connected enough to deliver the absolute best for customers and the business"".

the policy was due to begin with the return to work in january, however, an insider told the bbc they were not able to enforce the five days-a-week rule due to a current lack of desk space.

amazon has disputed this and said all employees were back in the office full-time.

amazon is not alone in asking employees to return to office working.

the metropolitan police has introduced a new hybrid working policy which requires civilian staff to work a minimum of three days a week in the office.

intelligence analyst anna bruce-hou, who has worked at home three days a week since covid, is one of more than 5,000 staff affected. she is vice-president of the public and commercial services (pcs) union and is one of the 2,400 members of who have begun industrial action in protest at the policy.

speaking to bbc london, she said working in the office for an extra day a week ""would have a negative impact on my ability to do my job"".

""in my office there are four desks and seven people, and even now with the reduction in office attendance i can struggle to find a desk,"" she said.

anna bruce-hou, an intelligence analyst for the met police, is fighting against losing her right to work at home three days a week

the metropolitan police said the policy, which came into effect on monday, ""did not end working from home"" and that it was aware some staff may have legitimate reasons for not following the policy due to agreed reasonable adjustment or an approved existing flexible working plan.

""our plans will provide consistency across the met and ensure we can deliver for our communities. we urge our staff and the union not to take further action,"" a spokesperson said.

they added that those who continued to work from home for more than two days a week might be in breach of their contract and could lose pay.

within the last year, a number of large london-based employers have reviewed their working policies and restricted or banned working from home.

wpp, a global communications agency, announced on tuesday it was tightening its rules and would require staff to be in four days a week from april.

ceo mark read said to staff in a letter: ""the data from across wpp agencies shows that higher levels of office attendance are associated with stronger employee engagement, improved client survey scores and better financial performance.""

he added: ""more of our clients are moving in this direction and expecting it of the teams who work with them.""

it has also been reported,externalthat a number of other large employers in london have asked some staff to return to five days a week in the office, but some firms have told the bbc the return-to-office policies only applied to certain teams.

david palmer, an employment lawyer, said there was no law stopping companies bringing staff in to the office five days a week

the question of how and whether to enforce employees to spend more time in the office is one that is being debated by companies across the capital.

david palmer, an employment lawyer at law firm addleshaw goddard, told the bbc that over the last six months, he had seen an increase in the number of queries from businesses who were considering a mandate in returning to the office.

""there's no law against a general policy that says employees must come in and work five days a week in their office, but there are considerations around reasonable adjustments for those with disabilities, consideration of indirect discriminations risks,"" he said.

mr palmer added the main consideration for companies should be ""the attraction and retention of talent"" and that would ""depend on business to business"".

could staff monitors via surveillance cameras be used by companies to ensure staff are at their desks?

companies wishing to bring staff into the office more permanently are now considering the best ways to ensure staff are present.

asurvey of 150 financial services companies,externalwas conducted in september last year by kpmg, which found that bosses were considering a range of methods to track attendance in the office.

companies said they would consider using monitoring devices, such as cameras in the office or even under-desk sensors to ensure employees were at work.

for some companies though, incentives are being used to encourage employees back into the work place instead.

just eat for business, who ask staff to be in the office three days a week, offer an allowance for free food every month.

managing director matt ephgrave said the idea was ""very affordable"" for the firm.

""we're all human, so it creates a moment where you can sit down, you can have a conversation with people you might not otherwise speak to,"" he said.

maddie scoular at just eat for business said she really missed coming into the office

the centre for citiesconducted research into londoners returning to the office,externalin september last year.

it reported: ""central london office workers have continued to return to the office since last year.

""days in for full-time workers have increased from 2.2 days in spring 2023 to 2.7 in summer 2024.""

but, it said london's return to the office had been ""slow by global standards"".

property consultancy firm bidwells surveyed 400 employers in london last april and found that the commute to work was one of the main disincentives for going into the office.

mark callender, who worked on the research, said of those surveyed: ""what we see is most people going into office on tuesday, wednesday and thursday.

""but, on a monday it's only half and on a friday it's even lower, it's about 40%.""

he added: ""a lot of it does have to do with time spent commuting, over a third of people in london said it takes them more than an hour.""

listen to the best of bbc radio london onsoundsand follow bbc london onfacebook,external,x,externalandinstagram,external. send your story ideas tohello.bbclondon@bbc.co.uk,external",not mentioned,not mentioned
https://www.bbc.co.uk/news/av/uk-england-london-35597334,Illegal skin lightening creams being sold in London,2016,"illegal skin-whitening creams are being sold by high street cosmetics shops despite a number of prosecutions,a bbc undercover investigation has revealed.

shaba hair and cosmetics stores have been fined for dealing in creams containing hydroquinone, but researchers found outlets continuing to sell them.

products containing hydroquinone can damage the liver and nervous system.

trading standards officials said there was ""no excuse"" for selling the creams. shaba refused to comment.",not mentioned,not mentioned
https://www.bbc.co.uk/news/uk-england-london-34439468,Community groups record 'illegal levels of air pollution' in London,2015,"a university college london project found the highest level of no2 in the areas was in central london

community groups recording air pollution in london found eight out of nine areas surveyed breached eu limits for nitrogen dioxide (no2) in the air.

the university college london (ucl) project found the highest level of no2 in the areas was in marylebone in central london.

diesel vehicles are a key source of no2, which is linked to a range of respiratory illnesses.

london's deputy mayor for environment and energy said no2 was a ""problem"".

an ultra low emission zone, which will only allow zero and low-emission vehicles in central london, is being introduced in 2020

the results are part of the social enterprisemapping for change,external's air quality monitoring project.

community groups were given kits to measure the amount of no2 in july in areas including marylebone, soho, walthamstow, brentford, haringey and ham.

the highest reading was on marylebone road, in central london, measuring 145 micrograms of no2 per cubic meter air (âµg/m3), which is nearly four times the eu legal limit of 40âµg/m3.

this was followed by shaftesbury avenue, in soho, at 119âµg/m3.

public health england suggests about 3,000 people each year are estimated to die from polluted air in the capital

tests in suburban areas like walthamstow and brentford also showed nearly double the eu limit.

louise francis, from ucl and co-founder of mapping for change, said the results were a snapshot of the level of pollution in the capital but the actual levels of no2 could be higher as holiday levels were often lower than other times of the year.

she said that the public could make changes to reduce their intake of no2 by walking down side roads instead of major routes.

matthew pencharz, deputy mayor for environment and energy, said: ""no2 remains a problem. we have now seen a 12% reduction in measured no2 across london showing we are making real progress.""

he added that the introduction of taxi age limits and cleaner buses had also improved air quality, as would the introduction in 2020 of theultra low emission zone (ulez),external, which will only allow zero and low-emission vehicles in central london.

public health england,externalsuggests about 3,000 people each year are estimated to die from polluted air in the capital, making it london's second highest cause of death after smoking.",taxi,not mentioned
https://www.bbc.co.uk/news/articles/ckg2d1v5yyxo,Inside HS2: Meet London's tunnelling miners,2025,"liam clarke and his father graham are miners on a tunnel boring machine

it is loud, dusty and 30m (about 98ft) underground - this is the domain of the london miner.

we are on a tunnel boring machine (tbm) inside high speed two's huge northolt tunnels.

these tunnel-boring machines are part of a tunnelling renaissance that is creating a new, mainly hidden, london.

they have been used to drill the silvertown tunnel, crossrail, the power tunnels in north london and the thames tideway or super sewer as well as the channel tunnel.

operating these machines are teams of miners who come from all over the world and move from project to project.

the miners are a pretty unassuming lot and don't really think what they're doing is unusual.

they work shifts of anything between seven and 12 hours. the tbm does not stop, crawling along at 16m (about 52ft) a day and runs 24/7.

graham clark and his son liam are from kent.

graham says he first got into mining due to the channel tunnel: ""i was just asked if i wanted to go down the tunnel being a local labourer.""

he says he carried on ever since, after getting six years' work on the channel tunnel.

liam says: ""my old man got me into the game. i just finished school, i got a phone call he was working away at the time, he said, 'right you're starting with me tomorrow'.

""and that was it. worked away from home ever since then. for the last 14 years or so.""

""it's challenging and can be hard work but you have a good crew and you all work together and everyone helps each other out. and you work for the team, different challenges but yes it's good.""

jack doherty, like a lot of miners is from donegal in ireland. he says it is very much like any other construction site.

""there's a big tunnelling community back home where i'm from,"" said jack.

""a lot of the young lads here, most of their dads are in it. it runs in families a bit from where i'm from anyway it does. ""

living quarters for miners including toaster and microwave

at the mouth of every tunnel there is a small shrine to saint barbara, the patron saint of miners.

to get to the boring machine we are driven for an hour in a buggy in the tunnel. it can quickly get hot down there.

the northolt tunnels are currently 93% complete.

we visited when they were hours from breaking through to the shaft at greenford.

four machines were homing in the shaft from the south-east and the north-west with huge conveyor belts taking the spoil along the length of the tunnel.

these machines will then be hauled out and decommissioned.

michael greiner is the head of tunnelling at scs jv.

i met him previously at the start of the project where he told me that ""a lot of things have gone well but in tunnelling there's also exciting things"" such as the ""quite heterogeneous"" geology.

he said: ""we are mining along the london basin and so geology from chalk, flint, a mix of sand.

""the geology has some surprises so you never know exactly what is happening underground, so it kept us busy.""

this tunnel section between rusilip and greenford is 5 miles (8km) long and straight

the tbms are hugely complex pieces of kit and the ground conditions have caused some problems.

underneath ruislip rugby club they hit sandy ground which causedlarge clouds of foamto end up on the rugby pitches which had to be closed.

at the time jatin radia, the club's chairman, told us: ""the reality is it does cause further concerns because you've got local residents, local rugby club members. they're naturally concerned about what's going on and asking, 'is it safe?'.""

in the most part no-one above ground had any idea what had been going on beneath them, according to hs2's head of delivery, james leeming.

""a lot of people who live in west london, we may have mined 25m (about 82ft) beneath their houses and their places and their streets and they wouldn't have been any the wiser as to what was going on down here,"" he said.

he thinks the success of the tunnelling so far bodes well for completing the tunnel to euston.

""it's really positive to achieve what we have done on this section of the tunnel, but we have still got an awful lot to do both this year and it's going to one of the most productive years on the civil contracts.

""this really sets us in a good place for delivering the euston tunnel.""

listen to the best of bbc radio london onsoundsand follow bbc london onfacebook,external,x,externalandinstagram,external. send your story ideas tohello.bbclondon@bbc.co.uk,external","construction, delivery",not mentioned
https://www.bbc.co.uk/news/10375840,Work begins on the last venue in Olympic Park in London,2010,"the site will host the wheelchair tennis event during the paralympics

building work has started on the last olympic park venue in east london, the olympic delivery authority (oda) said.

the eton manor site will be the aquatics training centre for the games.

the site will also be a key venue for the paralympic games and will host the wheelchair tennis event, catering for up to 10,500 spectators.

the facility will be revamped after the games to include two hockey pitches, six tennis courts, and provision for five-a-side football pitches.

john armitt, chairman of the oda, said: ""during the olympic games, eton manor will be an aquatics training venue, housing three olympic-size temporary swimming pools, a temporary synchronised swimming pool and a temporary water polo pool.

""during the paralympic games, it will host the wheelchair tennis competitions with temporary seating for 10,500 spectators.""

seb coe, chairman of the london 2012 organising committee, said: ""it will also leave the legacy of a multi-purpose sports centre for community usage afterwards.

""it is the first time in the history of paralympic tennis that a centre has been purpose built for the wheelchair tennis event.""",delivery,not mentioned
https://www.bbc.co.uk/news/uk-england-london-24559786,Older Londoners contribute Â£53bn in work and care hours,2013,"older londoners are contributing â£53bn to the economy by working and offering voluntary care to their families, a report has suggested.

the economic contribution of older londoners said that of the two million people aged over 50, 19% generated â£47bn for the economy through work.

it also found the age group offered 64 million free childcare hours per year.

the mayor of london's office, which commissionedthe report,external, said it was about ""dispelling stereotypes"".

boris johnson's office used data to study demographics, employment, care figures and volunteering statistics to ""dispel stereotypes that older people are a burden on their families and the public purse"".

the report found that of the proportion of older men working full-time in london, 82% were working full-time, compared to 88% of younger men.

for older women, the research suggested that 56% of older women were working full-time compared to 67% in younger women.

the older generation tended to have jobs in the health and education sectors and of those aged 50-69 who were not in employment, about 13% had looked for a job in a four-week period.

it also found that about 16% of older londoners were providing unpaid care for adults with most offering about 33 hours per week.

while less than 10% of the one million london families with children used grandparental childcare, those that did used it for 15 hours per week or 760 per year equating to about â£600m per year, the report said.

deputy mayor of london, victoria borwick, said: ""older londoners are not slowing down and enjoying leisurely retirements.

""this timely report shows they are at the coalface of our economy, contributing through paid as well as unpaid work.""

those aged between 65-74, were also found to be the most active volunteers in the city with about 26% offering between six and 12 hours per month.

gordon meenn, 77, who volunteered as a team london ambassador for the 2012 olympic games, said: ""i love to meet people and help in the community to broaden my outlook about what london is about.""",not mentioned,not mentioned
https://www.bbc.co.uk/news/av/uk-england-london-26490473,Construction worker dies in Crossrail tunnel in central London,2014,"an inquiry has been launched after a construction worker on the crossrail project died.

the 43-year-old was spraying concrete 32ft (10m) down in a tunnel in holborn, central london, when he was killed in the early hours.

the health and safety executive has been informed.

bbc london's marc ashdown spoke to gail cartmail, assistant general secretary at unite and tom fitzpatrick, from construction news",construction,not mentioned
https://www.bbc.co.uk/news/articles/c623qjpgew4o,Banksy's latest work appears on London Zoo gates,2024,"this creation on the shutters of london zoo is banksy's ninth animal artwork to pop up in the capital in as many days

an artwork appearing on the shutters of london zoo has been confirmed as the latest and final image in banksy's surprise animal art trail across the capital.

it shows a gorilla lifting the shutter to release a sea lion and birds, while other animals appear to look on from the inside.

it is the ninth banksy to appear in as many days in london and follows images that have popped up each morning since 5 august of agoat,elephants,monkeys, awolf,pelicans, acat,piranhasand arhinoceros.

a london zoo spokesperson said it was ""absolutely brilliant"" and said the work would be preserved.

people have gathered to photograph the mural from behind a barrier that has been installed

daniel simmonds, london zoo's animal operations manager, said: ""banksy has become part of the london scene and itâs really nice to share his iconic status with, ultimately, one of the most iconic zoos in the entire world.

""weâre quite honoured he's chosen to use our front shutters this morning to put one of his incredible artworks.

""i think itâs absolutely brilliant,"" he told bbc news.

he said staff had no idea banksy was planning the work at this location.

""that's part of the amazing enigma of banksy and thatâs why itâs so exciting to come in this morning,"" mr simmonds added.

security guards have been brought in to secure a barrier that has been put up around the mural.

mr simmonds said the shutter would remain closed today and two others used instead, so that visitors could look at the work.

""itâs really important we share this with everybody.""

he added he was expecting extra people to visit on tuesday in addition to the thousands who had already booked.

mr simmons later confirmed that the artwork would be protected.

""we'll definitely preserve it. we might even look at putting some perspex around it.

""the last thing we want with typical london weather, having just come through one of the worst winters ever, is to see this damaged by the weather.""

he added it was likely to remain in the same location for the immediate future but might then be relocated to elsewhere on the site.

the nissan micra and traffic cone that formed part of this banksy artwork in charlton have been removed

the pledge to protect the latest image follows the removal or partial defacing of several other works in the series.

banksy's depiction of a rhinoceros mounting a nissan micra with a traffic cone on its bonnet in charlton was seen being sprayed with a white dollar and ""v"" sign on monday, soon after it was unveiled.

royal borough of greenwich said it was ""a real shame that a mindless vandal has defaced the mural, which has already drawn visitors and brought so much joy to many.

""the council is now considering what would be reasonably possible for the future of the artwork and will be closely monitoring it.""

a worker has since been seen installing a protective cover over the mural on westmoor street.

the car and traffic cone have been removed. however, it is not known why or who was responsible.

last week, a satellite dish with a picture of a howling wolf on it - the fourth image in the series - wasapparently stolenfrom a garage roof in peckham.

and a disused billboard in cricklewood that featured banksy's image of a stretching cat - the sixth image of the series - wastaken down for safety reasons.

the bbc has been told by banksy's team the latest work is the final piece of the series, which has captured the attention of banksy followers for more than a week.

the artist appears to have installed the works overnight at each occasion.

crowds have been seen gathering after passers-by have spotted the works each morning, with many posting photos on social media.

typically, banksy has confirmed he is behind the creations at 13:00 bst each day, however, he announced the latest work on hisinstagram,externalpage on tuesday morning.

listen to the best of bbc radio london onsoundsand follow bbc london onfacebook,external,x,externalandinstagram,external. send your story ideas tohello.bbclondon@bbc.co.uk,external",security,not mentioned
https://www.bbc.co.uk/news/av/uk-england-london-67384243,Listen: How the pandemic changed the way Londoners work,2023,"more than half of professional londoners are working in a in a hybrid way and 56% say they wouldnât accept a job that didnât offer that flexibility, according to a survey by recruitment company hays.

the survey also suggested 18% are working fully remotely.

bbc london's tarah welsh looks at how different styles of working has changed the lives of some londoners post-pandemic.",not mentioned,not mentioned
https://www.bbc.co.uk/news/av/uk-england-london-48787373,Call for crackdown on illegal London short-term lets,2019,"london's mayor and several councils have called for a new system to be introduced for anyone wishing to offer short-term lets for visitors to the city.

landlords cannot legally rent out their homes in the capital for more than 90 nights a year under strict regulations, but a bbc investigation found some landlords were being encouraged to break the rules.

the group have written to the government calling for a new mandatory registration system, so landlords would have to log short lets to tourists online.",not mentioned,not mentioned
https://www.bbc.co.uk/news/articles/cly9d48lv17o,Inside the unlicensed HMOs housing migrant workers,2025,"council enforcement officer lisa smith waits for someone to open the door at a suspected hmo

it's barely light on a street in leytonstone, east london, as a team of enforcement officers from the london borough of waltham forest knocks on a front door. the  house is suspected to be an unlicensed home in multiple occupation (hmo).

the team has allowed me and a colleague to come with them and film.

an eastern european tenant in his dressing gown opened the door to us and on seeing the warrant, allowed us access.

he tried to call the landlord, whose son lives here, to let him know what was happening.

the man didn't want to be identified, but he told me he paid about â£600 a month for a small, windowless bedroom on the ground floor.

he works 12-hour shifts as a concierge in a luxury apartment block.

a warrant for entry from the magistrates' court was left for the absent landlord

he was one of seven or more unrelated people living in what should have been a three-bedroom terraced house, and he had been living here for six months. he didn't have to pay a deposit.

all the tenants worked shifts in london and shared a kitchen and two bathrooms.

there was no living or dining room, but there was a large kitchen the residents shared. the smoke alarms were not working, and nor were the landing lights on the first floor.

on the first floor, another tenant opened the door to his bedroom, which had a feline litter tray outside. he was also eastern european and had been living there since 2017.

his cat, he said, was to keep the mice at bay. on the wages he earns he told us, he could not afford to live anywhere else.

this house was recently refused an hmo licence by waltham forest. it was visited unannounced six times over the summer by the housing enforcement team, and the landlord now claims he lives here with two lodgers.

there isa public register,externalfor licensed hmos in the borough, and this property wasn't on it. it's not known how many unlicensed hmos there are in waltham forest, but enforcement officers often carry out intelligence-led inspections.

over the past 10 years the local authority has secured 325 criminal prosecutions, or financial penalties of up to â£30,000, for each offence relating to poor quality housing.

but it doesn't stop some landlords from squeezing as many tenants as possible into properties not built to accommodate them.

an extension lead was seen attached directly into socket holes, without a plug, while charging batteries

at the front of the house was a locked room, which the first tenant said belonged to the landlord's son.

eventually the locksmith the team brought with them opened the door to allow the enforcement officers entry.

the room contained a double bed, a dresser and a desk. what appeared to be car or e-scooter batteries were charging from a plug socket near the door.

the wires were attached from an extension lead directly into the socket holes, without a plug. the team were concerned this was a fire hazard, and made a note.

they left a copy of the warrant on the bed, and the locksmith closed the room back up.

the first tenant we met told us he's moving out. he hoped his new room in his new house would be better.

council enforcement officers arrived with a warrant at a property in walthamstow

we drove to a second address, this time in walthamstow, on a residential street of terraced houses close to the high road.

the council enforcement team believed there could be eight tenants living at this address. they soon found there were significantly more.

an afghan man opened the door and didn't want to let us in, but once he saw the warrant, he relented.

he said he had refugee status and had applied for housing but hasn't been given anywhere. he told me he paid â£250 a month to share a room with another man, also a refugee from afghanistan, who also paid â£250.

he agreed that we could  interview him on camera, but only if i didn't show his face.

he told me he worked long hours in a laundry, but was currently at home after he had an accident at work. he had some cuts and bruises on his face and arms. he showed me a photo of himself recovering in a london hospital.

he and his friend told me they spent many nights sleeping rough, in parks, on trains and in mosques. this room, they said, was better than that.

there appeared to be at least 13 tenants living here, from all over the world.

three men from pakistan said hello to us in the kitchen.

it's their living arrangements - not their immigration status - which interested the team.

this property also did not have an hmo licence. the enforcement team had made multiple unannounced visits over the summer, as well as serving a section 239 notification under the housing act 2004, but they weren't able to gain access.

everyone living here seemed to be working. these are the waiters, delivery drivers and labourers keeping london going.

one of the bathrooms in the property had a dilapidated shower

there was only one working bathroom on the ground floor, shared between all 13 of the residents.

it had a shower which was not plumbed in properly and had a leak, causing damp and mould.

another was on the first floor and had a working toilet but a dilapidated shower which someone has recently tried to use, with a mop and sponge next to it.

someone had left a packet of cigarettes on the windowsill.

downstairs the kitchen was filthy, mouldy and damp, with cockroach droppings in the cupboard under the sink. a wire net covered part of the ceiling plaster which had come loose, directly beneath the upstairs shower room.

the plug sockets were loose and there were wires sticking out.

there was no communal living area apart from the kitchen.

it didn't have working smoke alarms, and the bannister rails and stairs were in disrepair. it also had an extra storey for which it didn't have planning permission.

sandra mcgrath said: ""the tenants are really battling against odds.

""these are all communal facilities and so we would expect the landlord to keep things in good condition.

""people want to live in a comfortable environment but with so many people living under one roof it's creating additional fire risks.

""it's a three-storey property and someone who is sleeping on the second floor is really in danger of not being able to get out safely.""

the locksmith opened the door into a single bedroom. a filthy bed had no sheets although it was clear someone had been sleeping on the grubby mattress.

the room smelt dreadful and it was clear the occupant sleeps, eats, maybe even cooks there.

there's a window which opened wide at floor level.

enforcement officer ms mcgrath said it was ""incredibly dangerous"".

""if a child came into this room. can you imagine the risk that they are in?""

but there was a smart wool suit covered in a clear polythene bag hanging up on a nail on the wall and a gentleman's umbrella next to it. this person clearly worked, and dressed accordingly.

looking out across the gardens from the first floor window, a few doors down there was what appeared to be another hmo - future investigation work for the team.

for today though, they have enough paperwork to process.

""we've found an unlicensed hmo with at least 10 people living there, possibly more,"" said enforcement officer lisa smith.

""we will be continuing our investigation and taking enforcement action.""

when they had gone, we had got one more stop. one of the residents had told me the landlord lived nearby.

listen to the best of bbc radio london onsoundsand follow bbc london onfacebook,external,x,externalandinstagram,external. send your story ideas tohello.bbclondon@bbc.co.uk,external",delivery,not mentioned
https://www.bbc.co.uk/news/10407537,Up to 1.5m drivers 'fined illegally' in London,2010,"more than a million drivers have been fined in three years

up to â£150m in fines given to motorists for traffic offences may have been unlawful, bbc london has learned.

in 2009 a motorist fined for taking an illegal turn had his penalty quashed because of the wording on his ticket.

it has now led to questions over millions of tickets issued in similar circumstances.

local councils and transport for london (tfl) have erected hundreds of signs stopping drivers from making left or right turns or carrying out other manoeuvres classed as ""moving"" traffic offences.

in the last three years about 1.5 million motorists have been fined â£120 for not obeying the ""moving"" traffic signs.

in the test case, which has just emerged, motorist zeesham sheikh challenged a ticket issued by waltham forest council for failing to comply with such a sign.

the parking and traffic appeals service (patas) upheld mr sheikh's appeal.

the adjudicator found that the wording on the ticket referred to the sign itself and not to the traffic order that legally gave it power.

for technical legal reasons patas ruled that mentioning the sign alone on the ticket was not sufficient to enforce the fine.

london councils, which represents the city's local authorities, wrote the wording which was then printed on tickets issued across the city.

parking campaigner barrie segal, who helped bring the issue to light, claims the ruling means any tickets issued with that wording were not enforceable.

he said: ""millions of pounds of london penalty charge notices are illegal.

""tfl and other local authorities will have to cancel all outstanding tickets issued and refund millions of pounds illegally claimed.""

after the adjudicator's ruling london councils amended its recommended wording for tickets issued over moving traffic offences.

that happened in october 2009 but mr segal believes any tickets issued before that date could be challenged.

moving traffic signs include those which prohibit right and left turns, u-turns, entry to and waiting in pedestrian zones and signs which prohibit motorcycles and sometimes cars in certain areas.

in 2007, 418,512 moving traffic tickets were issued in london, rising to 611,130 in 2008 with 418,512 awarded last year, totalling â£150m in fines.

nick lester, director of services for london councils, said: ""i don't know why they cancelled it [mr sheikh's ticket].

""but the adjudicator's decision does not act as a legal precedent.""

he insisted drivers who paid up in similar circumstances were too late to reclaim money, adding: ""if they don't appeal against the ticket the council has a right to say they accept culpability.""

mr lester said that, while they changed the wording, they did not accept the original phrasing was wrong.

transport for london has also been issuing fines to motorists who have not been following the signs.

a tfl spokesman said: ""tfl has complied with legislation and it is up to any individual to challenge a penalty charge notice within the appropriate time scale.""

waltham forest council said it was examining the ruling.

the disclosure comes after bbc london revealed every ticket given to members of the public using diplomatic parking bays until 2009 may have been unlawful.",not mentioned,not mentioned
https://www.bbc.co.uk/news/uk-england-london-44337438,London councils spend Â£100m on Grenfell-inspired safety work,2018,"the fire at grenfell tower in june 2017 caused the loss of 72 lives

london councils have spent nearly â£100m on safety measures in the year since the grenfell disaster, figures show.

some councils say they have had to delay refurbishing council flats to pay for the fire safety work.

croydon council says a lack of government funding has caused it to cut refurbishment work to pay for sprinklers installation in high rises.

police and fire service minister nick hurd said primary responsibility for fire safety work lay with landlords.

the nearly â£100m in spending, declared by 24 boroughs in response to bbc freedom of information requests, paid for cladding removal, operating ""waking watches"" on buildings that were found to be at risk of fire, safety surveys and other improvements.

however, some boroughs are still finding new safety issues a year after the disaster.

in barnet, north london, the agency that runs social housing for the council found 1,183 fire doors installed in its flats do not provide enough resistance to fire and will need need to be replaced.

the manse masterdor fire doors were only installed in 2013 and 2014 and will cost â£1.5m to replace.

resident malcolm sweetland said it would have been nice to spend the money on refurbishments

malcolm sweetland, who lives in one of these flats, said it was a pity so much money would have to be spent on the doors rather than other improvements, but understood why it had to happen.

""in the long run, it's better safe than sorry, isn't it?"" he said.

camden council has spent â£33m since the disaster, while newham has paid out â£20m.

kensington and chelsea says it has spent â£4.6m on fire safety improvement work, and has separately spent â£235m in responding to the grenfell disaster directly so far, exhausting its reserves.

barry craker says he is glad to see the work being done

in croydon the council has taken the decision to begin retrofitting sprinklers in its high rise blocks.

barry craker, a resident in beech house, new addington, said he was happy to have sprinklers.

""it's good, you need it done for security and safety. hopefully we won't have to use them any time soon.""

however, the council says that to install the sprinklers it has had to make cuts elsewhere.

grenfell tower fire: who were the victims?

grenfell mental health treatment 'to cost â£10m'

alison butler, cabinet member for housing, said: ""we are funding this â£10m in sprinkler work, because we are determined to do that, but that does mean that other things we hope to do, to keep our flats decent, will have to suffer and wait in the long term.""

enfield and brent councils have also had applications for government funding to fit sprinklers turned down, while newham says it has yet to receive any money from the ministry for housing, communities and local government for its safety work.

minister nick hurd said landlords in genuine financial need should approach the government

housing charity shelter said several london councils have told them they have had to delay or cut refurbishment works and fuel poverty reduction programmes to pay for safety work.

as it stands, only cladding replacement work done by councils will be government funded.

police and fire service minister nick hurd said: ""i imagine for most tenants, if asked what their primary concern was, it would be safety and wanting to feel secure in their homes, and that's the primary responsibility of the landlord which they've got to step up to.""

however, he said landlords in genuine financial difficulty should approach the government to discuss their issues.",security,not mentioned
https://www.bbc.co.uk/news/uk-england-london-49360747,Government worker stabbed outside Home Office in London,2019,"the attack took place outside the home office in marsham street, westminster

a government employee has been stabbed outside the home office in central london.

the victim, who is in his 60s, suffered non-life threatening injuries on marsham street, near the houses of parliament, just after 13:00 bst.

a 29-year-old man was arrested on suspicion of causing grievous bodily harm and possession of cs spray.

police said it was not being treated as terror-related, but they were ""keeping an open mind"" about possible motives.

items including a sheathed knife and a mobile phone were seen behind a police cordon near the home office building

the wounded man went into the building to seek assistance, an eyewitness said. the building was put into lockdown.

the ministry of housing, communities & local government said the man was a government employee.

communities secretary robert jenrick said: ""i am deeply shocked by this horrific attack on a colleague today.

""my thoughts, and those of all my staff, are with him and his family.

""we are ready to provide as much support as we can and we all wish him a speedy recovery.""

he said security will be reviewed across the department, which shares the building with the home office.

home secretary priti patel sent out atweet,externalsaying her thoughts were with the victim and his family following the ""unprovoked knife attack"".

eyewitness gareth milner said he was outside the home office when ""a number of armed police officers arrived on scene and entered the building"".

""some time later a gentleman with quite a bloodied face and with dressing pressed into his face was escorted out of the home office by paramedics,"" said mr milner.

investigations into the stabbing are continuing

he said the man was ""walking on his own two feet"".

a home office spokesperson said: ""the metropolitan police is investigating a knife attack which took place outside the home office this afternoon. the victim is receiving medical care.

""this is a deeply concerning incident and our thoughts are with him and his family.

""as this is an ongoing investigation. it would be inappropriate to comment further.""",security,not mentioned
