url,title,year,text,large_region,local_region
https://www.bbc.co.uk/news/articles/ce397y7zlyeo,Illegal work arrests surge as police target 'unscrupulous' employers,2025,"Police arrest an undocumented worker in a nail bar in Belfast

Arrests for illegal work have surged this past year as police focus on ""unscrupulous"" employers who exploit undocumented migrants, the government says.

Immigration officers arrested more than 6,400 people in the past year in raids at businesses across the UK, data released by the Home Office shows. It said the figure is 51% higher than the previous year.

It did not provide numbers as to how many arrests led to charges, convictions or deportations.

It said immigration enforcement officials had ""intensified"" their work to ""tackle those abusing the UK immigration system and exploiting vulnerable people"".

Officers had visited more than 9,000 businesses - among them restaurants, nail bars and construction sites - to check paperwork and working conditions.

Such businesses had often subjected migrants to ""squalid conditions and illegal working hours"" as well as below-minimum wages.

The Home Office said there were a range of industries exploiting migrant workers.

In one case in Surrey, officers arrested nine people at a caravan park who had been working as delivery drivers.

At one one major operation in March, officers arrested 36 people at a building site in Belfast's Titanic Quarter. Some had breached visa conditions while others didn't have working rights.

Immigration Enforcement director Eddy Montgomery said there were many cases where people travelling to the UK were ""sold a lie by smuggling gangs that they will be able to live and work freely in the UK.

""In reality, they often end up facing squalid living conditions, minimal pay and inhumane working hours,"" he said.

Dame Angela Eagle, the minister for border security and asylum, said the government would ""continue to root out unscrupulous employers and disrupt illegal workers who undermine our border security"".

The government said it had also returned nearly 30,000 people over the past year who did not have the right to be in the UK.

It has said it is cracking down on illegal migration, setting out its plans in a White Paper to tighten work visas and those overstaying. It scrapped a special visa for care workers introduced during the pandemic, noting that this had been a pathway exploited by some.

There was mixed reaction to the plans, with some business sectors decrying the restrictions on work visas, while some Conservative opponents said the reforms didn't go far enough to stop illegal migration.

The most recent data shows that approximately 44,000 people have entered the UK illegally in the year to March 2025, more than 80% through small boat journeys.",England,Scotland
https://www.bbc.co.uk/news/uk-northern-ireland-19968950,Belfast New Century Takeaway employed four illegal workers,2012,"UK Border Agency officials arrested the man

A Belfast takeaway is facing a potential fine of Â£40,000 after being found employing four illegal workers.

Officers from the UK Border Agency, acting on intelligence, visited the New Century Takeaway on Belmont Road, on Monday evening.

After questioning staff, a 39-year-old Chinese woman and three Chinese men aged between 20 and 37 were discovered to be working illegally.

They have been placed in detention in Larne House.

The woman and one of the men were found to have over-stayed their visas - the other two men were both working without permission.

All four, who were living in accommodation above the business, will be deported from the UK.

The business has been issued with a civil penalty notice for employing the illegal workers.

The UK Border Agency said if the employers are unable to provide evidence that legally required checks were carried out before giving them a job, such as asking for a passport or a Home Office document, they may be liable for a fine of up to Â£10,000 for each illegal worker.

Janet Wiseman of the UK Border Agency, said: ""Foreign nationals who are in this country illegally should be in no doubt that they will be found, arrested and removed from the UK.

""Companies that think they can undercut competitors by employing illegal workers should be warned that they will face heavy fines and possible prosecution.

""We are sending a simple, clear message to people who are in the country illegally - more raids are planned and you will be caught.""",UK,
https://www.bbc.co.uk/news/av/uk-england-london-50287343,Hundreds of London minicabs could be 'working illegally',2019,"Hundreds of London minicab drivers may be working fraudulently after buying qualifications, the BBC has found.

Drivers must sit exams to get a licence. But a BBC undercover investigation has exposed colleges cheating the required tests.",England,London
https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-15133558,'Illegal' workers at car company in Tamworth,2011,"Ten suspected illegal workers have been arrested following a raid at a business in Tamworth.

Immigration officers went to Euro Car Parts in the Dordon area on Thursday morning.

They found men from, India, Nigeria and Afghanistan working in different parts of the warehouse, a spokesman said.

Sean Flaherty, from the UK Border Agency in Staffordshire said they went to the site with police and spoke to about 200 staff.

""We had a large number of officers, who approached the business - it was a mixture of police and UK border officers,"" he said.

""The police were put in place to form a cordon around the warehouse - and we're talking a very large business around 400,000 sq ft - and then we started to screen the staff.

""It was around about 200 staff we spoke to.""",England,Stoke & Staffordshire
https://www.bbc.co.uk/news/articles/c5ydp9kx3wvo,Labour suspends councillor over illegal nanny,2025,"Hina Mir was fined for employing an illegal worker as a nanny

A west London councillor has been suspended by the Labour Party for employing an illegal worker as a nanny in her home.

The former deputy mayor of Hounslow, Hina Mir, tried to overturn a Â£40,000 county court fine issued in January but her appeal was rejected by the judge.

Mir, who is a qualified solicitor, reportedly paid a student cash to look after her children and perform household chores. She has now been ordered to pay the Â£40,000 fine along with Â£3,620 in court costs.

The Hounslow Labour Group said ""Hina Mir has been suspended by the Labour Party. We do not comment on any internal investigations"".

Conservative councillor Jack Emlsey claimed this was evidence of double standards and ""it beggars belief"" she was re-selected to stand in the 2026 council elections.

""I think Hounslow Labour has a lot of questions to answer,"" he added.

Two weeks ago, Mir was found to have parked in a disabled bay at the council offices without a blue badge, which Hounslow Labour previously said it was investigating.

In November another Labour councillor, Farhaan Rehman, was found to have parked his Lamborghini in a disabled bay without a blue badge. He apologised, resigned from one of his roles and offered to make a donation to charity.

The Local Democracy Reporting Serviceasked Hounslow Labour why Mir had remained a Labour councillor after the judgement against her.

A spokesperson said: ""Hina Mir has been suspended by the Labour Party. We do not comment on any internal investigations.""

Mir's suspension only applies to her Labour Party membership.She is still a serving councillor,external. The council said it was a party matter and it would not comment further.

Listen to the best of BBC Radio London onSoundsand follow BBC London onFacebook,external,X,externalandInstagram,external. Send your story ideas tohello.bbclondon@bbc.co.uk,external",England,London
https://www.bbc.co.uk/news/articles/c740vjrp81po,Will digital ID cards stop illegal working?,2025,"ID cards have always been viewed with suspicion in the UK. For some people they can conjure up images of authoritarian states like Germany in the 1930s, and men in jackboots barking ""May we see your papers please?""

There were two periods when we had compulsory ID cards here in Britain. The first was during World War One. The second was from the beginning of World War Two until the early 1950s.

When the system was abandoned in 1952, an editorial in the Guardian said: ""In this country we do not like this sort of thing. Better a little evasion and inefficiency than too much petty bureaucratic interference with the individual.""

The last attempt to introduce an ID scheme, in 2006, was born through familiar concerns about immigration and illegal working, as well as worries about benefit fraud and terrorism. It was scrapped by the coalition government when they came to power in 2010.

Fifteen years on, Sir Keir Starmer is proposing something slightly different. Not an ID card, but a digital ID scheme. It is a way of proving your identity, and your right to work in the UK, using modern smartphone technology.

Though the government also says it ""will ensure that it works for those who aren't able to use a smartphone, with inclusion at the heart of its design"". How that would be achieved is not yet clear, though it might mean people without a smartphone have to use a physical ID card.

What is the plan for digital IDs and will they be mandatory?

Digital ID is being sold by Downing Street as a way of reducing illegal working by migrants who do not have the right to earn wages in Britain.

The rules are already - in theory - quite tough. Employers can be fined Â£60,000 per illegal employee if they have not done the correct checks.

The government says the proposed new digital ID - which will cost the user nothing - ""will be the authoritative proof of who someone is and their residency status in this country"".

It will include the holder's name, date of birth, photograph, and information on nationality or residency status.

Instead of involving a physical card linked to a National Identity Register, this new proposal is more a proof of identity scheme. As well as proving a person's right to work the government promise that it will in future ""make it simpler to apply for services like driving licences, childcare and welfare.""

Ministers say that ""by the end of the parliament"" digital ID will be compulsory when checking someone's right to work. They claim that this will in turn reduce on of the ""key pull factors"" for people arriving in the UK in small boats.

""You will not be able to work in the United Kingdom if you do not have digital ID"", the prime minister said. ""It is as simple as that.""

A more secure way of people proving their identity might reduce illegal working, and avoid the proliferation of fake documents in circulation.

At the moment, it is quite easy to borrow, steal or use someone else's National Insurance number and that is part of the problem in the shadow economy - but the idea is a picture would make it - in theory - harder to abuse that system.

But former Home Office official David Rennie said he did not believe the plan would have ""any bearing on people coming to this country illegally"".

""It's the black economy - by its nature, they're not performing right to work checks,"" he told BBC Radio 4's the World at One.

Mr Rennie, who now works at Orchestrating Identity - a company that performs these checks - acknowledged the system had ""gaps"" and could be improved, with some people finding it difficult to prove they could work in the UK.

""But that doesn't mean that you have to implement, at great expense to the taxpayer, a digital identity system for the whole country. They should really focus on improving what they've already put in place.""

Jill Rutter, of the Institute for Government, has meanwhile emphasised the need for ""stronger Labour market enforcement"" alongside the scheme.

""People are paying cash, people are working in what the prime minister calls the 'shadow economy',"" she said.

""It means people won't have an excuse for not checking, saying 'I thought they were British', and people won't be able to use fake ID so easily.

""So it will help, but I don't think it's an absolute panacea.""

The scheme will also take time. The phrase ""by the end of the parliament"" is shorthand for 2028, when the next general election is most likely to take place. This is not something that can be done in a year.

Most EU countries have some sort of ID scheme. One of the most modern ones is in Estonia where the focus is less on preventing illegal working, and more on easy access to things like benefits and health records.

But in countries like France and Germany, which both have long-running ID schemes, illegal working is still a problem. Though the French have long-complained that one of the pull factors to the UK for people crossing the channel in small boats is that it is even easier to work illegally in Britain than it is in France.",UK,
https://www.bbc.co.uk/news/articles/cj6xe89z92po,Restaurant licence hearing over illegal workers,2025,"The Oak Tree was fined Â£90,000 for employing illegal workers

A restaurant fined Â£90,000 after immigration officials found four illegal workers there faces being stripped of its alcohol licence.

The Oak Tree Inn at Middleton St George, near Darlington, was raided last December by immigration officers and one worker tried to run from the kitchen.

Concerns were also raised about wages after one worker said he was paid Â£300 in cash a week, which would equate to Â£7.14 per hour based on the time he worked and fall well under the national minimum wage.

Darlington Borough Council will consider the restaurant's licence at a meeting on 11 September.

Ersim Aydin, who was in charge of employing staff, told police: ""I don't normally ask for ID, I do ask if they're okay to work and nine out of ten I go with what they say.""

The venue's owner, Punch Pubs, confirmed the pub has closed after Ms Aydin, who operated the venue under a tenancy agreement, left her role.

The organisation said: ""As a valued part of both our estate and the Darlington community, ensuring the pub's long-term future is our top priority.

""We are continuing to work with licensing authorities and hope to provide an update to the community soon.""

After the licensing review was announced, Ms Aydin said she was ""so sorry"" if she had caused distress, according to theLocal Democracy Reporting Service.

""I gave all of myself to the pub and the people in it,"" she said.

""I never treated anyone like an employee or a customer â I treated them like family. Like human beings.

""To everyone who supported me, I thank you from the bottom of my heart.""

Follow BBC Tees onX,,externalFacebook,external,NextdoorandInstagram,external.

Do you have a story suggestion for BBC Tees?",England,Tees
https://www.bbc.co.uk/news/uk-england-norfolk-68685165,Loddon Indian restaurant loses licence for month over illegal workers,2024,"The Raj can remain open but cannot serve alcohol for a month

An Indian restaurant has had itsÂ alcohol licence temporarily suspended due to modern slavery concerns, despite Home Office recommendations of a harsher penalty.

The Raj, on Bridge Street in Loddon, Norfolk, was raided in October by an immigration enforcement team.

Two illegal workers were arrested and Raj manager Mohammad Uddin admitted not making the proper checks.

South Norfolk Council revoked his licence for a month.

Last year, two out of four staff members at the restaurant were found to be working illegally.

The Home Office also found that Mr Uddin was compensatingÂ his workers by giving them food, rather than financial payment.

Mr Uddin denied the claims and said the menÂ were there to do some cash-in-hand cleaning jobs, and had never worked at the restaurant before.

The Home Office recommended the premises' licence be taken away.

However, councillors chose to disregard the advice of the Home Office due to Mr Uddin's lack of previous warnings.

During his hearing at South Norfolk Council, Mr UddinÂ said: ""I've been running this restaurant for many years and I haven't experienced anything like this in my life.

""I was so scared when the officers arrived, there were so many of them. It caused me to say things I did not mean.

""I have now understood that I must do the proper checks for anyone coming to do any kind of work.

""I want to thank everyone in Loddon. All of the local peopleÂ have supported me.""

Follow East of England news onFacebook,external,Instagram,externalandX,external. Got a story? Emaileastofenglandnews@bbc.co.uk,externalor WhatsApp 0800 169 1830",England,Norfolk
https://www.bbc.co.uk/news/10293846,Officers find illegal workers at Norwich newsagents,2010,"Three members of staff at a Norwich newsagents have been arrested and the shop forced to close after a visit by UK Border Agency officers.

A tip off led to the raid on St Johns News in St Johns Close on Tuesday afternoon, the agency said.

Checks revealed two members of staff, plus a newspaper delivery person just returned from his rounds, were all in the UK illegally.

Three men, aged 35, 45 and 46, all from Sri Lanka had overstayed their visas.

A 27-year-old failed asylum seeker from India was found in accommodation above the shop.

All four have been placed in UK Border Agency detention while arrangements are made for their removal from the UK.",England,Norfolk
https://www.bbc.co.uk/news/uk-wales-south-west-wales-35072413,Swansea takeaway facing Â£40k fine over illegal workers,2015,"A Swansea restaurant could face a Â£40,000 fine after it was found employing two illegal immigrants.

Acting on intelligence, immigration officers arrested the Chinese men, aged 53 and 41, at The Hot Wok, in St Teilo Street, Pontarddulais on Wednesday.

The first was a failed asylum seeker while the other had stayed beyond his visit visa.

Both men have now been transferred to immigration detention pending their removal from the country.

The Hot Wok was served with a notice warning that a financial penalty of up to Â£20,000 per illegal worker would be imposed unless it can demonstrate appropriate right-to-work document checks were carried out.

Richard Johnston, from Immigration Enforcement in Wales, said: ""These arrests are a clear warning to those abusing our immigration laws.

""There will be no slowdown in our efforts to arrest, detain and remove you from the UK.""",Wales,Wales Politics
https://www.bbc.co.uk/news/av/newsbeat-38529525,Newsbeat investigates how illegal drugs are being delivered unknowingly by UK postal workers,2017,"Is your postman unknowingly delivering drugs ordered online? Newsbeat finds that few checks take place in the UK's postal system, with users saying they are so sure their orders will arrive, they are trying out new drugs.

Royal Mail says it does not knowingly carry any illegal items in its network. But can the UK learn from other countries like New Zealand where police work more closely with the postal service?",UK,
https://www.bbc.co.uk/news/articles/c0mpzpv3mw7o,Illegal workers caught during e-bike crackdown,2025,"South Yorkshire Police have crackdown on e-bikes in Sheffield city centre

Immigration officers have joined police patrols after a number of takeaway delivery riders on e-bikes were found to be working illegally.

South Yorkshire Police targeted e-bikes in Sheffield city centre and discovered ""a significant number of asylum seekers with no right to work"" were delivering food and others were victims of modern day slavery.

Food delivery couriers are self-employed and log on to apps to be able to collect takeaway orders.

Just Eat, Uber Eats and Deliveroo said they had strict employment policies and worked closely with the Home Office and police. All three apps use daily facial recognition to verify couriers, among other checks including Right to Work documents.

Verification checks are intended to prevent registered couriers ""renting out"" their accounts to those who do not have the right to work in the UK.

In a report, South Yorkshire Police said: ""Since January 2024, the city centre neighbourhood team has seized over 200 e-bikes and e-scooters, with approximately 10% of those seizures leading to further arrests for more serious offences such as drug supply and possession of offensive weapons.

""This approach also uncovered that a significant number of asylum seekers with no right to work were being employed as delivery riders and also potential victims of modern slavery.

""The city centre policing team conducts weekly targeted operations to tackle anti-social behaviour, with e-bikes being a strand of this.

""This is subject to daily patrols and regularly has more concerted days of action with immigration officers and plain clothed officers. The modern slavery team have also been involved in the joint operations.""

The report, to the South Yorkshire Police and Crime Panel, said other police teams including Doncaster's were now looking at the same approach.

South Yorkshire Police have seized more than 200 e-bikes and e-scooters

Uber Eats said it had a ""zero tolerance"" to modern day slavery and was the first platform to launch an identification system which requires couriers to take a ""selfie"" before a shift, which is then compared in real time with a photo in its database.

A spokesperson said: ""We are deeply committed to tackling illegal work and the criminal networks who are often behind it.

""We are continually improving our processes, including introducing industry-leading facial verification technology.

""Our rules are clear that couriers must follow the law, including the Highway Code, and we have measures in place to help ensure couriers use appropriate vehicles.""

All riders with Deliveroo, including substitute ones, complete up to four facial recognition checks per day. A team is dedicated to stopping criminals from co-ordinating illegal work.

A spokesperson said: ""Deliveroo has taken action to target illicit account sharing on our platform and as a result, have off-boarded thousands of suspicious rider accounts in recent months.""

Just Eat said it was fully committed to tackling all attempts to provide delivery services illegally.

A spokesperson said: ""We have substantially strengthened our systems against abuse, with daily facial recognition checks, and checks that are triggered when a new device is used to log in.

""Safety is taken seriously. All couriers delivering on our behalf must agree to follow all laws and rules of the road and any breaches are met with swift action and zero tolerance for criminal behaviour.""

The Home Office said Deliveroo, Uber Eats and Just Eat would now receive information concerning the locations of asylum hotels to help better target people working illegally.

In August, the Home Office said there were 280 arrests nationwide following a week-long crackdown on riders working illegally for delivery firms.

Immigration enforcement teams targeted illegal working hotspots, with a focus on migrants working as delivery riders.

As a result, 53 individuals were having their asylum support reviewed, which could result in it being suspended or withdrawn.

Tell us which stories we should cover in Yorkshire

Listen to highlights fromSouth Yorkshire on BBC Sounds, catch up with the latestepisode of Look North",England,South Yorkshire
https://www.bbc.co.uk/news/world-asia-china-17850410,China morning round-up: Illegal workers,2012,"Most illegal workers were working as foreign language teachers and housekeepers, reports said

China's police agency vows to crack down on illegal foreign workers across the country, Thursday's newspapers report.

<link>
 
            
			 
            <caption>Shanghai Daily</caption>
				 
            <url href=""http://www.shanghaidaily.com/nsp/National/2012/04/26/China+set+to+get+tougher+over+illegal+foreigners/"" platform=""highweb""/>
	
          </link>
 says Vice-Minister of Public Security Yang Huanning told the Standing Committee of the National People's Congress on Wednesday that the crackdown will include improving visa policies and strengthening border controls.

<link>
 
            
			 
            <caption>People's Daily</caption>
				 
            <url href=""http://finance.people.com.cn/GB/17750101.html"" platform=""highweb""/>
	
          </link>
 says police agencies across the country have investigated some 20,000 incidents of foreigners illegally entering, living or working in mainland China.

Those working without a proper visa were mainly involved in foreign language education, acting, housekeeping for expatriates and labour intensive industries, it said.

<link>
 
            
			 
            <caption>Beijing News</caption>
				 
            <url href=""http://www.bjnews.com.cn/news/2012/04/26/195922.html"" platform=""highweb""/>
	
          </link>
 says Mr Yang said the police ministry would set up repatriation facilities in regions that have large numbers of such illegal foreign workers.

<link>
 
            
			 
            <caption>China Daily</caption>
				 
            <url href=""http://www.chinadaily.com.cn/cndy/2012-04/26/content_15143813.htm"" platform=""highweb""/>
	
          </link>
 and  
          
 
          <link>
 
            
			 
            <caption>People's Daily</caption>
				 
            <url href=""http://politics.people.com.cn/GB/1024/17749610.html"" platform=""highweb""/>
	
          </link>
 continue their coverage of the ongoing European tour by Premier Wen Jiabao, as he arrived in the Polish capital, Warsaw.

<link>
 
            
			 
            <caption>A front page commentary</caption>
				 
            <url href=""http://paper.people.com.cn/rmrbhwb/html/2012-04/26/content_1041915.htm"" platform=""highweb""/>
	
          </link>
 in the People's Daily Overseas Edition said it was the right time for European countries to ""deepen"" their co-operation with China as Chinese leaders conducted a series of high-profile visits in the region.

In the wake of the tours by Mr Wen and Politburo member Dai Bingguo, Vice-Premier Li Keqiang will also embark on a visit to Russia, Hungary, Belgium and the European Union headquarters in Brussels, the commentary said.

In the South China Sea, the  
          
 
          <link>
 
            
			 
            <caption>Global Times</caption>
				 
            <url href=""http://www.globaltimes.cn/NEWS/tabid/99/ID/706746/US-Philippines-start-joint-drills.aspx"" platform=""highweb""/>
	
          </link>
 says the ongoing stand-off between Chinese and Filipino vessels over the disputed Scarborough Shoal ""bubbled up"" on Wednesday, as the Philippines and the US began a joint military drill.

Three vessels in total are still at the shoal,  
          
 
          <link>
 
            
			 
            <caption>Beijing News</caption>
				 
            <url href=""http://www.bjnews.com.cn/news/2012/04/26/195970.html"" platform=""highweb""/>
	
          </link>
 reports, while  
          
 
          <link>
 
            
			 
            <caption>China Daily</caption>
				 
            <url href=""http://www.chinadaily.com.cn/cndy/2012-04/26/content_15143993.htm"" platform=""highweb""/>
	
          </link>
 said Deputy Foreign Minister Cui Tiankai had appealed for restraint from parties involved.

""China did not start the current stand-off in the South China Sea. We would not like to see more tensions in that region,"" Cui Tiankai said. China was still committed to resolving disputes in the region through dialogue and diplomacy, he said.

<link>
 
            
			 
            <caption>A People's Daily report</caption>
				 
            <url href=""http://world.people.com.cn/GB/17749626.html"" platform=""highweb""/>
	
          </link>
 filed from the Philippines claims local residents do not agree with politicians' approach to the conflict.

And  
          
 
          <link>
 
            
			 
            <caption>a commentary</caption>
				 
            <url href=""http://world.people.com.cn/GB/17749627.html"" platform=""highweb""/>
	
          </link>
 from the same paper attacks ""some countries'"" attempts to ""internationalise"" the South China Sea dispute as a ""strategically short-sighted"" act.

Papers ranging from the  
          
 
          <link>
 
            
			 
            <caption>Beijing Times</caption>
				 
            <url href=""http://epaper.jinghua.cn/html/2012-04/26/content_783531.htm"" platform=""highweb""/>
	
          </link>
 to the  
          
 
          <link>
 
            
			 
            <caption>Hong Kong Standard</caption>
				 
            <url href=""http://www.thestandard.com.hk/news_detail.asp?pp_cat=30&art_id=121897&sid=36192587&con_type=1"" platform=""highweb""/>
	
          </link>
 also go big with the arrival of a 2,500-year-old skull fragment believed to be that of Sakyamuni the Buddha in Hong Kong.

This is the first time that the relic has been shown outside mainland China. Gyaltsen Norbu, the Beijing-backed 11th Panchen Lama, is in Hong Kong to bless the relic.",UK,
https://www.bbc.co.uk/news/articles/clyxkd3neveo,Takeaway licence revoked over illegal workers,2025,"The council's licensing committee voted unanimously to revoke the venue's licence

A takeaway has had its alcohol licence suspended after illegal workers were found there during several immigration raids.

New Red Lantern in Chester-le-Street, County Durham, was accused of assaulting and obstructing Home Office workers and not registering staff, despite repeated warnings.

A Durham County Council licensing hearing was told staff also refused to cooperate with officers' investigations and shouted warnings to workers to evade detection.

Chris Woodrow, representing licence holder Song Min He, said he had proposed making several improvements, including taking a licence qualification.

But the Home Office warned the alcohol licence, for between 23:00 and 02:00, should be revoked due to the repeated incidents.

Lee Harkus, from Immigration Enforcement, said: ""This premises has been repeatedly found using illegal workers.

""The first visit should have served as an opportunity to improve the business practices, however, this was not the case.""

Immigration officers raided the premises on Front Street three times between 2019 and 2025 and found 10 people working there illegally.

Licence holder Song Min He said he rented the ownership of the takeaway to another company in 2022 due to illness, and did not have oversight of the business.

Dhax Limited, the company previously listed as in control, had already been fined Â£28,000 for employing workers illegally, with another potential penalty under consideration, the hearing heard.

Mr Woodrow said the licensee accepted Dhax had not ""done it properly, but he has got somebody else in now"".

However, the council's licensing committee voted unanimously to revoke the venue's licence, theLocal Democracy Reporting Servicesaid.

Mr Harkus added: ""The repetitive proactive obstruction and more recent assault of a law enforcement officer is a clear demonstration that the responsible management of the premises is not a high priority to the licence holder.

""He was not only present during the visit conducted in 2019, but he was complicit in obstructing officers entering the kitchen area and was witnessed shouting instructions to others to block officers, which resulted in him being forcibly removed.""

Follow BBC North East onX,external,Facebook,external,NextdoorandInstagram,external.

Do you have a story suggestion for BBC Wear?",England,Wear
https://www.bbc.co.uk/news/uk-england-lincolnshire-62826181,Holbeach: Restaurant owner admits employing illegal workers,2022,"An investigation in April found that of the eight workers present at the restaurant five were working without the correct permissions

An Indian restaurant owner in Lincolnshire has said he employed illegal workers to stay open after the Covid pandemic.

Siddique Faud Rahman, from the Chameli Indian Tandoori restaurant in Holbeach, faced a licensing committee on Tuesday.

Five of his workers were found without the correct permissions during an investigation in April.

The committee said it was not satisfied the premises would not employ illegal staff again and revoked his licence.

When he appeared before South Holland District Council's licensing committee on Tuesday Mr Rahman, denied being involved in ""modern slavery"" but told councillors: ""I'm going to put my hands up, yes, we employed illegal workers.""

He said because of the Covid lockdown his business had struggled to pay overheads and after the furlough scheme a number of his workers had not returned.

""I had to get some staff working, or I would have to close my business down,"" he said.

Mr Rahman added: ""The workers were paid above minimum wage, plus accommodation and food â¦ there was no modern day slavery. They were loved and cared for as my own family.""

South Holland District Council's licensing committee said it ""could not condone a deliberate decision to flout the law""

The Local Democracy Reporting Servicesaid Mr Rahman told councillors: ""If this license is revoked then we will probably have to close down the business because we cannot survive.""

Sgt Lee Cotton from Lincolnshire Police, told the committee: ""I appreciate the difficulties with the furlough scheme, but responsible businesses do not employ illegal workers.

""They take the necessary steps to employ legal workers.""

Revoking the licence, the committee said the ""calculated risk"" taken by the business meant they ""could not be satisfied the premises would never resort to employing illegal workers again if it faced difficult conditions.""

Councillor Paul Redgate said: ""You keep saying you had no choice, everyone has a choice, you made the decision not to employ legal workers.""

Follow BBC East Yorkshire and Lincolnshire onFacebook,external,Twitter,external, andInstagram,external. Send your story ideas toyorkslincs.news@bbc.co.uk,external.",England,Lincolnshire
https://www.bbc.co.uk/news/uk-northern-ireland-23002282,Illegal workers arrested at Belfast takeaway,2013,"Two foreign nationals are facing deportation after being arrested by immigration enforcement officers at a takeaway in south Belfast.

Officers visited Ali's Kebab House at Kingsway on Thursday night to check the immigration status of its workers.

A 25-year-old Indian man and 73-year-old Pakistani man were arrested after it was discovered they were working illegally.

Both are being held in Home Office detention in Larne, County Antrim.

The business has been served with a penalty notice for employing the illegal workers.

""Foreign nationals who are in this country illegally should be in no doubt that they will be caught, arrested and removed from the UK,"" Mike Golden of the UK Border Agency, said.

""We are determined to crack down on immigration offenders and anyone found living or working here illegally is liable to be detained and removed.""",UK,
https://www.bbc.co.uk/news/10490444,Raid uncovers six illegal workers in Loughborough,2010,"Border Agency officials have uncovered six illegal workers during raids in a Leicestershire town.

Acting on intelligence, the agency visited five businesses in Warwick Way and Nottingham Road in Loughborough.

One Iranian, three Bangladeshis, two Chinese nationals were found to be working with no right to employment in the UK.

The businesses were issued with on-the-spot penalties and may now face a fine of up to Â£10,000 per illegal worker.

The firms will have the chance to prove whether they carried out the necessary right-to-work checks, the agency said.

Companies who fail to carry out the required checks face fines of up to Â£10,000 per worker.

Phil Dyer, UK Border Agency East Midlands assistant director, said: ""Illegal working is unfair on honest employers who recruit staff with the right to work in the UK and who pay them a proper salary.

""Bosses that don't play by the rules will get struck off our register, lose the right to recruit staff from outside Europe, face on-the-spot fines and could potentially end up in jail.

""There are strict rules about which foreign nationals can get a job in the UK and businesses have a clear responsibility to carry out the right checks.""",England,Nottinghamshire
