url,title,year,text
https://www.bbc.co.uk/news/uk-scotland-glasgow-west-26838914,Illegal workers detained at Rothesay restaurants,2014,"Six illegal workers have been detained at four restaurants in Rothesay on the Isle of Bute.

Home Office officials targeted the Indian Pavilion, Bute Asia, Jade Garden and Shonar Goan on Friday night.

They held two Indian nationals, aged 23 and 32, two Bangladeshi nationals, aged 24 and 51, a 42-year-old Argentinean and a 36-year-old from Myanmar.

The owner of each business faces a potential liability of up to Â£10,000 per illegal worker employed.

The Bute Asia and Shonar Goan both face penalties of up to Â£20,000 each and the Indian Pavilion and Jade Garden face a penalty of Â£10,000 each."
https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-21027590,"Aberdeen restaurants fined almost Â£40,000 for illegal workers",2013,"Three Aberdeen restaurants have been fined almost Â£40,000 for employing illegal workers.

The UK Border Agency said Spice Mill, in the Bridge of Don area, had been fined Â£25,000 over eight Bangladeshi men.

The Jewel in the Crown in Aberdeen's Crown Street was fined Â£8,750 over three staff.

And a Â£5,000 fine has also been handed out to the Mr Wu takeaway in George Street over one employee."
https://www.bbc.co.uk/news/uk-england-dorset-12270507,Illegal workers arrested in Bournemouth,2011,"Three people have been caught working illegally during checks of three separate businesses in a Dorset town.

The UK Border Agency said it was acting on intelligence when officers arrested the three workers in Bournemouth on Thursday.

A Chinese woman working in a coffee shop was found to have entered the UK illegally.

Two other people, who had no right to work in the UK, were caught working at a hairdressers and a restaurant.

The UK Border Agency said the 29-year-old Chinese woman was released on immigration bail after being found working in Costa Coffee in Castlepoint shopping centre.

She must report weekly to a police station until she can be removed from the UK.

Costa Coffee was able to prove that it had made the necessary checks into the woman's employment status and no further action was taken against the company."
https://www.bbc.co.uk/news/uk-england-kent-26852557,Illegal worker arrests on the rise in Kent,2014,"The number of people held on suspicion of working illegally in Kent has risen by two-thirds in a year, figures show.

In a Freedom of Information Act request from BBC Radio Kent, the Home Office said 364 people were detained - mostly in restaurants and takeaways - in 2013, compared with 217 the previous year.

Kent firms employing illegal workers have been fined more then Â£4.5m since 2008, the Home Office said.

The number of arrests has increased in each of the past three years.

The Home Office said employers face fines of up to Â£10,000 for each illegal worker found, with plans to increase penalties to Â£20,000.

Since 2011, about three-quarters of businesses issued with fines for employing illegal workers in Kent have been restaurants or takeaways, according to the Home Office figures.

The Federation of Small Businesses said its members did not have the necessary expertise of resources to carry out the necessary checks on staff.

Roger House, from the federation, said: ""If a business has an HR department then it can probably cope.

""For the small business it just adds that extra layer of bureaucracy and a penalty if they get it wrong.""

A Home Office spokesman said under the Immigration Bill, which has passed through the House of Commons and is now with the House of Lords, the maximum penalty for employers would double to Â£20,000 for each illegal worker.

He said: ""The legislative changes to civil penalties are part of a wider package of reform to the way in which we prevent illegal working.""

There will be ""real and enforced consequences for employers who repeatedly exploit illegal workers"", he said."
https://www.bbc.co.uk/news/articles/c7v6jvpgyy9o,Restaurants lose licences over illegal workers,2024,"Two restaurants have been banned from selling alcohol after illegal workers were found at the premises.

Immigration officers visited Bambudda and TAO Asian Street Food in Darlington in July and found six people working illegally at the sites.

Investigators said a mother and toddler were among those living in poor conditions above TAO in Blackwellgate.

Benjamin Wu and his business partner Bich Thuy Nguyen said they were not responsible for employing kitchen staff at Bambudda, did not know some of the staff and were in the process of selling the business.

In the licence review, the Home Office argued it seemed ""impossible for the licence holder not to know the workers, given they were working at his business and living in the flats above his other business"".

Following the raids, Durham Police said the owners created new companies to transfer ownership of the restaurants, theLocal Democracy Reporting Servicesaid.

Police described Mr Wu as being ""obstructive"" towards officers during the raids, but he insisted he fully co-operated and felt ""the situation was discriminatory"" towards him.

He added: ""We have revitalised spaces that were previously vacant, boosted the local economy, created jobs, served the community and contributed to local events.

""We acknowledge we didnât manage it well and we want to take responsibility for that.""

Ms Thuy Nguyen told the hearing that it was part of their culture to help provide food and shelter for people in need and they did not wilfully employ anyone without the correct paperwork.

Both restaurants had their licences reviewed and revoked by Darlington Borough Council.

Licensing committee chair Sonia Kane told Mr Wu and Ms Thuy Nguyen: ""We donât feel you are fit and proper people to run a restaurant.""

Follow BBC Tees onX,,externalFacebook,external,NextdoorandInstagram,external. Send your story ideas to northeastandcumbria@bbc.co.uk."
https://www.bbc.co.uk/news/uk-scotland-glasgow-west-25934579,Five 'illegal workers' arrested in Home Office Wishaw raids,2014,"Five people have been arrested over immigration offences following Home Office raids in North Lanarskhire.

Four men from India were held by enforcement officers after visits to a convenience store and Indian restaurant in Wishaw on Friday night.

A man from Pakistan was detained at another convenience store in the town.

The Home Office aims to have all five people deported. The firms have been issued with a notice of potential liability of up to Â£10,000 per worker.

Officers from Police Scotland accompanied the Home Office enforcement officers during the ""multi-agency"" operation.

The visit to Keystore, on Stewarton Street, Wishaw, saw a 21-year-old Indian detained for breaching the conditions of his visa by working without permission.

A 23-year-old Indian man, who had overstayed his visa, was also arrested.

Two more men from India, aged 28 and 34, were arrested at the town's Pink Turban Indian restaurant on Wishaw Road.

The 28-year-old was said to have breached the conditions of his visa by working in excess of his permitted hours and the 34-year-old had overstayed his visa.

A 42-year-old Pakistani man, who had also overstayed his visa, was arrested for working illegally at Hillcrest Food and Wine, on the town's Hillcrest  Avenue.

Adam Scarcliffe, from Home Office Immigration Enforcement, said: ""Illegal working undercuts honest employers, defrauds the public purse and cheats legitimate job hunters out of employment opportunities.

""We are happy to work with employers to explain the simple checks that need to be carried out to establish a person's right to work in the UK.

""The message to those who choose to ignore the rules is clear. We will find you and you will face a heavy financial penalty."""
https://www.bbc.co.uk/news/uk-scotland-highlands-islands-11841566,Illegal workers found at Inverness restaurants,2010,"Thirteen immigrants have been found working illegally at restaurants in Inverness.

The UK Border Agency said five Chinese men and a South African man were detected at Jimmy Chung's in Bank Street.

Two Bangladeshi men were found at the Shireen Tandoori in Union Street and five Bangladeshi men at the Jaipur in Bridge Street.

The three businesses have been issued with penalty notices."
https://www.bbc.co.uk/news/uk-northern-ireland-68669224,FP McCann: Concrete firm could face fine for illegal workers,2024,"Two firms could face fines after 13 illegal workers were arrested during an immigration raid.

Twelve men and a woman were arrested in north Wales on 19 March.

FP McCann, a concrete supplier based in County Londonderry, has been referred for a penalty of up to Â£225,000 for employing five illegal contractors.

Adana Construction, from Stockport, has been referred for a penalty of up to Â£180,000 for employing four illegal workers.

""Illegal working causes untold harm to communities, puts vulnerable people at risk, defrauds the public purse and undercuts honest employers and jobseekers, HM Insp Ryan Moore said.

""This operation was a huge success and I thank our officers who executed it expertly"".

The Home Office said the operation at the former paper mill where the workers were arrested was launched in response to concerns raised by the public.

Shotton Mill is being converted to a containerboard factory.

The 13 people arrested were working as subcontracted labourers and steel-fixers.  The Home Office said they would now be removed from the UK.

Both companies were issued with civil penalty referral notices, pending a review of evidence from the site visit and company records.

Under the civil penalty process, a referral notice is issued if officials determine they have found illegal workers and there is no statutory excuse for employing them.

At that stage the company can provide further evidence that it wants to be taken into account when determining liability and the level of any penalty.

The civil penalty can also be challenged in court. Fines for employing illegal workers were significantly increased in February.

The maximum civil penalty for a first breach increased from Â£15,000 a worker to Â£45,000 a worker.

This article was amended on 28 March 2024. In its original statement the Home Office said the two firms had been fined. It subsequently clarified that they had been referred for civil penalty notices."
https://www.bbc.co.uk/news/uk-england-birmingham-65929536,Birmingham raids in crackdown on illegal workers,2023,"Twelve arrests have been made after immigration enforcement officers carried out raids in Birmingham as part of a crackdown on illegal workers.

Arrests included five males from Nova Services Group, the Home Office said, following an operation at a warehouse.

The BBC has asked the company - owner of the Queslett site - for comment.

Inspectors said among issues faced in the region were suspicions that foreign nationals were breaching student visa conditions by not attending courses.

The Home Office added that over the past year in the West Midlands, immigration enforcement teams had made more than 700 arrests, with only about half the individuals detained for deportation.

Of the Queslett leg of the operation on Thursday, HM Inspector Matt Foster, from Home Office Immigration Enforcement, said: ""We're looking that potentially these individuals are either not complying with the condition of the stay, i.e. they're not studying, or they're working in excess of 20 hours per week.

""[That] is prohibited on the visas that these individuals currently hold.""

Later the Home Office confirmed five males from India had been arrested, with a woman from the same nation held after a follow-up house search.

It added that of the five males, one was a student working in breach of rules and two were ""student overstayers"".

The firm was served with a civil penalty notice for a total potential fine of up to Â£100,000, the Home Office said.

There were also visits to two car washes in the city and a construction site.

In total, 12 arrests were made and there was ""a total civil penalty liability of Â£180,000"".

Mr Foster said: ""It's important that we protect the resident workforce and ensure that individuals are working legitimately and paying tax accordingly.""

The arrests were part of a series of nationally-coordinated operations.

This raids come as the Illegal Migration Bill goes through Parliament in a bid to curb the numbers of people arriving in the UK illegally.

Follow BBC West Midlands onFacebook,external,Twitter,externalandInstagram,external. Send your story ideas to:newsonline.westmidlands@bbc.co.uk,external"
https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-17894534,Illegal workers found at Aberdeen restaurants,2012,"Three men face deportation after being caught working illegally in restaurants in Aberdeen.

The UK Border Agency carried out raids on Thursday based on intelligence it had received.

Two of the men were detained at Rishis Indian restaurant in George Street and the third was working at the Spice of Asia shop on John Street.

The businesses face fines of up to Â£10,000 per worker if they cannot prove legal checks were made.

The men, who had overstayed their visas, are in detention pending their removal from the UK."
https://www.bbc.co.uk/news/uk-england-essex-11398670,Illegal workers found at car wash in Colchester,2010,"A raid on a car wash in Essex led to the discovery of seven immigration offenders, including a couple and their 10-year-old daughter.

The UK Border Agency found three men working illegally at Progressive Car Wash in Colchester on Wednesday.

The wife and daughter of one of the men were found to be living in the workers' shared house in Braintree, along with two women who were working illegally.

All seven are from Malawi and now face being removed from the UK.

One of the women, aged 26, was found due to documentary evidence at the house in Victoria Street.

Further enquiries revealed that she was working illegally, having over-stayed her visa, at the Old Deanery Care Village in Deanery Hill.

The men found at the car wash are a 34-year-old failed asylum seeker and a 22-year-old and a 36-year-old who had over-stayed their visas.

The wife found at Victoria Street is 34, and was found with a 29-year-old woman who had also over-stayed her visa.

Both Progressive Car Wash and Old Deanery Care Village could be subject to fines of up Â£10,000 per illegal worker if it is found that they failed to carry out the correct pre-employment checks, the Border Agency said."
https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-15245369,Illegal workers found at Aberdeen restaurants,2011,"Three illegal workers have been detained after being found working in two Aberdeen restaurants, the UK Border Agency has said.

Manzil in King Street and Westend Tandoori in Ashvale Place were targeted after intelligence was received.

The UK Border Agency said three Bangladeshi men - two at Manzil and one at Westend Tandoori - were detained pending removal from the country.

The restaurants face fines if they cannot prove legal checks were made."
https://www.bbc.co.uk/news/uk-scotland-scotland-business-19464390,Illegal workers found at Dunbar restaurant,2012,"A restaurant in Dunbar could face fines of up to Â£40,000 for employing illegal workers.

Four men from Bangladesh were found at Dunbar Indian Tandoori in the town's High Street following a UK Border Agency operation.

One of the men is in detention, pending removal from the UK.

Arrangements are being made for a second man to be deported, while two others have outstanding immigration cases which will be concluded.

Their employers will be fined up to Â£40,000 if they are unable to provide evidence that legally required checks were carried out before hiring them.

UK Border Agency in Scotland assistant director Adam Scarcliffe said: ""Foreign nationals who are in this country illegally should be in no doubt that they will be found, arrested and removed from the UK.

""Employing illegal workers undercuts honest businesses and defrauds the public purse. There is no excuse for using illegal labour, and if businesses ignore our immigration laws, they face heavy fines."""
https://www.bbc.co.uk/news/uk-northern-ireland-19968950,Belfast New Century Takeaway employed four illegal workers,2012,"A Belfast takeaway is facing a potential fine of Â£40,000 after being found employing four illegal workers.

Officers from the UK Border Agency, acting on intelligence, visited the New Century Takeaway on Belmont Road, on Monday evening.

After questioning staff, a 39-year-old Chinese woman and three Chinese men aged between 20 and 37 were discovered to be working illegally.

They have been placed in detention in Larne House.

The woman and one of the men were found to have over-stayed their visas - the other two men were both working without permission.

All four, who were living in accommodation above the business, will be deported from the UK.

The business has been issued with a civil penalty notice for employing the illegal workers.

The UK Border Agency said if the employers are unable to provide evidence that legally required checks were carried out before giving them a job, such as asking for a passport or a Home Office document, they may be liable for a fine of up to Â£10,000 for each illegal worker.

Janet Wiseman of the UK Border Agency, said: ""Foreign nationals who are in this country illegally should be in no doubt that they will be found, arrested and removed from the UK.

""Companies that think they can undercut competitors by employing illegal workers should be warned that they will face heavy fines and possible prosecution.

""We are sending a simple, clear message to people who are in the country illegally - more raids are planned and you will be caught."""
https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-15133558,'Illegal' workers at car company in Tamworth,2011,"Ten suspected illegal workers have been arrested following a raid at a business in Tamworth.

Immigration officers went to Euro Car Parts in the Dordon area on Thursday morning.

They found men from, India, Nigeria and Afghanistan working in different parts of the warehouse, a spokesman said.

Sean Flaherty, from the UK Border Agency in Staffordshire said they went to the site with police and spoke to about 200 staff.

""We had a large number of officers, who approached the business - it was a mixture of police and UK border officers,"" he said.

""The police were put in place to form a cordon around the warehouse - and we're talking a very large business around 400,000 sq ft - and then we started to screen the staff.

""It was around about 200 staff we spoke to."""
https://www.bbc.co.uk/news/uk-england-manchester-11666220,'Illegal worker' caught at Greater Manchester Police HQ,2010,"A suspected illegal worker has been caught working as a security guard at the new Â£64m Greater Manchester Police (GMP) headquarters.

The 50-year-old man, from Nigeria, was escorted from the construction site in Central Park, Newton Heath.

The UK Border Agency (UKBA) said the man was held for immigration offences and must now report to the local enforcement office.

GMP said it was in discussions with the contractor over the suspected breach.

The new headquarters, which will replace the force's current Trafford base, is expected to house more than 1,000 staff.

Construction work is continuing ahead of its scheduled opening next summer.

A 50-year-old man, who was caught working at Metrolink in Pollard Street, despite his visa being out of date, was also arrested during the police and UK Border Agency operation.

He was put on a flight back to Pakistan.

The contractor which employed the men could now face a fine of up to Â£10,000 per worker unless it can demonstrate the correct checks were carried out.

A police spokesman said: ""GMP has been made aware of a breach of contract with a firm providing security for the new force headquarters site.

""GMP is now in discussions with the contractor and the investigation has been handed to another agency."""
https://www.bbc.co.uk/news/uk-england-devon-13054787,Seven illegal workers found during raids in Torbay,2011,"Seven illegal workers have been caught in raids on companies in Torbay, the UK Border Agency says.

Three workers from the Philippines were working at a care home in Torquay, and a Chinese woman was found working in a restaurant in the town.

Three men, two from Pakistan and one from India, were working at a shop in Paignton in breach of student visas.

The agency said the men from Pakistan and India were waiting to be deported, and the four women were on bail."
https://www.bbc.co.uk/news/uk-northern-ireland-35104939,Pair guilty of employing illegal workers on phone accessory stalls,2015,"Two men who employed illegal workers on their mobile phone accessory stalls have been given suspended sentences.

Shakir Ullah, 35, is a director of Digital Circle Ltd, and Irfan Ali, 32, runs a company called Simply Peach.

In the first such case in Northern Ireland, they both pleaded guilty to five charges of facilitating unlawful entry to the UK.

The charges stemmed from Home Office raids on their stalls in 19 shopping centres in Northern Ireland.

Eleven illegal workers were discovered during the raids almost two years ago.

They were subsequently removed to the countries they had come from; in this case, Pakistan or India, while a prosecution was begun against their employers.

Both men, who are originally from Pakistan, run a number of businesses based in Manchester.

Carolyne Lindsay, of Immigration Enforcement's crime team, said: ""This case reinforces the message about our commitment to tackling those responsible for bringing illegal immigrants to the UK.

""Not only did Ullah and Ali knowingly try to flout immigration laws, they also preyed on vulnerable people desperate to reach the UK.""

That was a message echoed by the prosecution after the two men pleaded guilty.

A defence lawyer, however, said the pair did not accept that they had exploited any of the workers.

He said they had all applied for the jobs and been paid fairly, and there was no suggestion of people trafficking.

The judge accepted that this was the case and both men were spared jail, with suspended sentences of 18 months for Ali and three years for Ullah.

Assets have also been seized from the men's companies under the Proceeds of Crime Act.

This includes some Â£140,000 which is currently frozen.

A separate team of Home Office financial investigators will pursue this money and other assets through civil courts."
https://www.bbc.co.uk/news/uk-34047686,Immigration Bill: Illegal workers 'may face six months' jail',2015,"People who work illegally in England and Wales will face up to six months in prison, under proposals to be included in the forthcoming Immigration Bill.

The bill, to be introduced in the autumn, will also contain measures against takeaway restaurants and off-licences which employ illegal migrants.

Penalties will also include an unlimited fine and wages being seized.

Immigration Minister James Brokenshire said the government ""would continue to crack down on abuse"" of the system.

The government has made a series of immigration announcements over the summer of which this is the latest.

Takeaways and off-licences could lose their licences if they were found to be employing illegal workers.

Officials are also considering whether this provision should be extended to cover minicab drivers and operators.

The legal defence for other kinds of business discovered using illegal workers will also change.

They will no longer be able to claim they did not know a particular employee was not allowed to work - they will have to show that they carried out proper checks before taking them on.

The maximum sentence for employers found guilty will be raised from two to five years, in addition to the fines already in force.

Mr Brokenshire said: ""Anyone who thinks the UK is a soft touch should be in no doubt - if you are here illegally, we will take action to stop you from working, renting a flat, opening a bank account or driving a car.

""As a one nation government we will continue to crack down on abuse and build an immigration system that works in the best interests of the British people and those who play by the rules.""

Alp Mehmet, of Migration Watch UK, which supports tighter immigration controls, said: ""This is not just about not being seen as a soft touch.

""More important is for the message to go out that if you are here illegally and caught working, you and your employer will end up in court.

""Let us hope that the authorities will not shy away from acting on the powers they are to be given, since their record on that front has not always been exemplary.""

Earlier this month, the government also announced thatlandlords in England will be expected to evict tenantswho lose the right to live in the UK, also under the proposed Immigration Bill.

Landlords will be able to end tenancies, sometimes without a court order, when asylum requests fail, and will be required to check a migrant's status in advance of agreeing a lease. Repeat offenders could face up to five years in prison.

And Mr Brokenshire has previously said businesses that employ illegal workers will be hit with""the full force of government machinery"".

Immigration officers are reported to be preparing to mount a wave of raids this autumn targeting building sites, care homes and cleaning contractors."
